jdate,value,date
1393-10-17,66902.0,2015-01-07
1393-10-20,66197.9,2015-01-10
1393-10-21,65512.8,2015-01-11
1393-10-22,66000.1,2015-01-12
1393-10-23,65929.1,2015-01-13
1393-10-24,65939.1,2015-01-14
1393-10-27,66273.3,2015-01-17
1393-10-28,66319.2,2015-01-18
1393-10-29,65835.0,2015-01-19
1393-10-30,65564.7,2015-01-20
1393-11-01,65028.9,2015-01-21
1393-11-04,65029.1,2015-01-24
1393-11-05,65105.0,2015-01-25
1393-11-06,65114.1,2015-01-26
1393-11-07,65127.7,2015-01-27
1393-11-08,65256.1,2015-01-28
1393-11-11,65542.8,2015-01-31
1393-11-12,65544.7,2015-02-01
1393-11-13,65555.9,2015-02-02
1393-11-14,65597.4,2015-02-03
1393-11-15,65771.6,2015-02-04
1393-11-18,65787.2,2015-02-07
1393-11-19,65366.3,2015-02-08
1393-11-20,64917.5,2015-02-09
1393-11-21,64840.9,2015-02-10
1393-11-25,64932.1,2015-02-14
1393-11-26,64926.8,2015-02-15
1393-11-27,64993.6,2015-02-16
1393-11-28,64811.2,2015-02-17
1393-11-29,64720.0,2015-02-18
1393-12-02,64867.1,2015-02-21
1393-12-03,64719.9,2015-02-22
1393-12-04,64678.4,2015-02-23
1393-12-05,64525.8,2015-02-24
1393-12-06,64051.7,2015-02-25
1393-12-09,63950.9,2015-02-28
1393-12-10,63860.1,2015-03-01
1393-12-11,63954.8,2015-03-02
1393-12-12,63996.0,2015-03-03
1393-12-13,64014.9,2015-03-04
1393-12-16,63911.1,2015-03-07
1393-12-17,63806.7,2015-03-08
1393-12-18,63846.7,2015-03-09
1393-12-19,63852.8,2015-03-10
1393-12-20,64070.7,2015-03-11
1393-12-23,64610.3,2015-03-14
1393-12-24,64980.6,2015-03-15
1393-12-25,65122.8,2015-03-16
1393-12-26,61532.9,2015-03-17
1393-12-27,62531.8,2015-03-18
1394-01-05,62885.0,2015-03-25
1394-01-08,63625.5,2015-03-28
1394-01-09,65099.9,2015-03-29
1394-01-10,65175.1,2015-03-30
1394-01-11,65728.0,2015-03-31
1394-01-15,67827.0,2015-04-04
1394-01-16,70261.7,2015-04-05
1394-01-17,70843.9,2015-04-06
1394-01-18,70159.9,2015-04-07
1394-01-19,70684.7,2015-04-08
1394-01-22,70022.8,2015-04-11
1394-01-23,68783.9,2015-04-12
1394-01-24,68454.1,2015-04-13
1394-01-25,68465.3,2015-04-14
1394-01-26,68078.8,2015-04-15
1394-01-29,67374.0,2015-04-18
1394-01-30,67378.8,2015-04-19
1394-01-31,67016.7,2015-04-20
1394-02-01,66828.6,2015-04-21
1394-02-02,66569.2,2015-04-22
1394-02-05,66540.6,2015-04-25
1394-02-06,66208.9,2015-04-26
1394-02-07,65576.8,2015-04-27
1394-02-08,65508.2,2015-04-28
1394-02-09,65634.1,2015-04-29
1394-02-13,65088.3,2015-05-03
1394-02-14,64415.8,2015-05-04
1394-02-15,64168.1,2015-05-05
1394-02-16,64069.1,2015-05-06
1394-02-19,63530.2,2015-05-09
1394-02-20,62885.9,2015-05-10
1394-02-21,63069.8,2015-05-11
1394-02-22,63316.0,2015-05-12
1394-02-23,63531.4,2015-05-13
1394-02-27,63465.1,2015-05-17
1394-02-28,63522.8,2015-05-18
1394-02-29,63644.3,2015-05-19
1394-02-30,63703.1,2015-05-20
1394-03-02,63427.8,2015-05-23
1394-03-03,63363.8,2015-05-24
1394-03-04,63496.5,2015-05-25
1394-03-05,63419.1,2015-05-26
1394-03-06,63402.1,2015-05-27
1394-03-09,63419.9,2015-05-30
1394-03-10,63227.9,2015-05-31
1394-03-11,63227.0,2015-06-01
1394-03-12,63289.8,2015-06-02
1394-03-16,63297.6,2015-06-06
1394-03-17,63187.3,2015-06-07
1394-03-18,62952.3,2015-06-08
1394-03-19,62317.9,2015-06-09
1394-03-20,62322.2,2015-06-10
1394-03-23,62571.2,2015-06-13
1394-03-24,62653.3,2015-06-14
1394-03-25,62442.0,2015-06-15
1394-03-26,62558.9,2015-06-16
1394-03-27,63559.7,2015-06-17
1394-03-30,63836.2,2015-06-20
1394-03-31,63810.7,2015-06-21
1394-04-01,64276.5,2015-06-22
1394-04-02,64839.5,2015-06-23
1394-04-03,64857.6,2015-06-24
1394-04-06,64812.2,2015-06-27
1394-04-07,64301.4,2015-06-28
1394-04-08,64332.9,2015-06-29
1394-04-09,64922.6,2015-06-30
1394-04-10,64861.8,2015-07-01
1394-04-13,65860.8,2015-07-04
1394-04-14,65780.1,2015-07-05
1394-04-15,66019.9,2015-07-06
1394-04-16,66761.4,2015-07-07
1394-04-20,66817.8,2015-07-11
1394-04-21,67646.4,2015-07-12
1394-04-22,69194.5,2015-07-13
1394-04-23,69433.5,2015-07-14
1394-04-24,68827.7,2015-07-15
1394-04-28,68827.7,2015-07-19
1394-04-29,68148.4,2015-07-20
1394-04-30,68050.7,2015-07-21
1394-04-31,67643.9,2015-07-22
1394-05-03,67036.3,2015-07-25
1394-05-04,66977.4,2015-07-26
1394-05-05,66441.4,2015-07-27
1394-05-06,66489.5,2015-07-28
1394-05-07,66780.7,2015-07-29
1394-05-10,66829.7,2015-08-01
1394-05-11,66530.5,2015-08-02
1394-05-12,66626.7,2015-08-03
1394-05-13,66445.7,2015-08-04
1394-05-14,66451.0,2015-08-05
1394-05-17,66000.9,2015-08-08
1394-05-18,65973.5,2015-08-09
1394-05-19,65903.1,2015-08-10
1394-05-21,65703.3,2015-08-12
1394-05-24,65314.3,2015-08-15
1394-05-25,65239.9,2015-08-16
1394-05-26,65302.5,2015-08-17
1394-05-27,65189.4,2015-08-18
1394-05-28,65218.3,2015-08-19
1394-05-31,65225.0,2015-08-22
1394-06-01,64881.4,2015-08-23
1394-06-02,64651.6,2015-08-24
1394-06-03,64197.3,2015-08-25
1394-06-04,64206.2,2015-08-26
1394-06-07,64451.3,2015-08-29
1394-06-08,64467.3,2015-08-30
1394-06-09,64225.8,2015-08-31
1394-06-10,64251.0,2015-09-01
1394-06-11,64276.2,2015-09-02
1394-06-14,64497.0,2015-09-05
1394-06-15,64506.6,2015-09-06
1394-06-16,64518.4,2015-09-07
1394-06-17,64511.7,2015-09-08
1394-06-18,63467.7,2015-09-09
1394-06-21,63482.5,2015-09-12
1394-06-22,62958.2,2015-09-13
1394-06-23,62993.0,2015-09-14
1394-06-24,62536.5,2015-09-15
1394-06-25,62264.5,2015-09-16
1394-06-28,62254.7,2015-09-19
1394-06-29,61553.2,2015-09-20
1394-06-30,61328.0,2015-09-21
1394-06-31,61576.8,2015-09-22
1394-07-01,61686.0,2015-09-23
1394-07-04,61530.9,2015-09-26
1394-07-05,61563.0,2015-09-27
1394-07-06,61568.9,2015-09-28
1394-07-07,61578.8,2015-09-29
1394-07-08,61498.3,2015-09-30
1394-07-11,61217.4,2015-10-03
1394-07-12,61163.7,2015-10-04
1394-07-13,61233.6,2015-10-05
1394-07-14,61209.8,2015-10-06
1394-07-15,61389.8,2015-10-07
1394-07-18,61396.9,2015-10-10
1394-07-19,61287.1,2015-10-11
1394-07-20,61296.6,2015-10-12
1394-07-21,61434.4,2015-10-13
1394-07-22,61973.3,2015-10-14
1394-07-25,62799.1,2015-10-17
1394-07-26,63071.4,2015-10-18
1394-07-27,63126.7,2015-10-19
1394-07-28,63142.0,2015-10-20
1394-07-29,63175.0,2015-10-21
1394-08-03,62792.8,2015-10-25
1394-08-04,62803.3,2015-10-26
1394-08-05,62923.0,2015-10-27
1394-08-06,62923.7,2015-10-28
1394-08-09,62948.6,2015-10-31
1394-08-10,62942.7,2015-11-01
1394-08-11,62855.7,2015-11-02
1394-08-12,62811.6,2015-11-03
1394-08-13,62927.4,2015-11-04
1394-08-16,63000.4,2015-11-07
1394-08-17,62999.2,2015-11-08
1394-08-18,63035.7,2015-11-09
1394-08-19,63044.3,2015-11-10
1394-08-20,63056.4,2015-11-11
1394-08-23,63070.6,2015-11-14
1394-08-24,63083.5,2015-11-15
1394-08-25,63108.6,2015-11-16
1394-08-26,63013.6,2015-11-17
1394-08-27,62871.3,2015-11-18
1394-08-30,62889.0,2015-11-21
1394-09-01,62923.9,2015-11-22
1394-09-02,62795.7,2015-11-23
1394-09-03,62720.9,2015-11-24
1394-09-04,62734.6,2015-11-25
1394-09-07,62635.4,2015-11-28
1394-09-08,62639.1,2015-11-29
1394-09-09,62647.7,2015-11-30
1394-09-10,62550.0,2015-12-01
1394-09-14,62577.1,2015-12-05
1394-09-15,62420.2,2015-12-06
1394-09-16,62374.8,2015-12-07
1394-09-17,62392.4,2015-12-08
1394-09-18,62409.8,2015-12-09
1394-09-22,62310.7,2015-12-13
1394-09-23,62216.3,2015-12-14
1394-09-24,62233.3,2015-12-15
1394-09-25,62147.3,2015-12-16
1394-09-28,61734.0,2015-12-19
1394-09-29,61501.5,2015-12-20
1394-09-30,61518.5,2015-12-21
1394-10-01,61414.2,2015-12-22
1394-10-02,61420.7,2015-12-23
1394-10-05,61436.9,2015-12-26
1394-10-06,61455.3,2015-12-27
1394-10-07,61469.3,2015-12-28
1394-10-09,61691.0,2015-12-30
1394-10-12,61700.1,2016-01-02
1394-10-13,61710.2,2016-01-03
1394-10-14,61728.1,2016-01-04
1394-10-15,62055.9,2016-01-05
1394-10-16,62632.8,2016-01-06
1394-10-19,62655.0,2016-01-09
1394-10-20,62461.0,2016-01-10
1394-10-21,62788.7,2016-01-11
1394-10-22,62841.2,2016-01-12
1394-10-23,63516.9,2016-01-13
1394-10-26,64860.9,2016-01-16
1394-10-27,65424.1,2016-01-17
1394-10-28,65119.5,2016-01-18
1394-10-29,66118.1,2016-01-19
1394-10-30,66562.5,2016-01-20
1394-11-03,66960.4,2016-01-23
1394-11-04,67740.1,2016-01-24
1394-11-05,68857.5,2016-01-25
1394-11-06,70999.5,2016-01-26
1394-11-07,71011.0,2016-01-27
1394-11-10,71393.9,2016-01-30
1394-11-11,71118.8,2016-01-31
1394-11-12,72912.8,2016-02-01
1394-11-13,73725.5,2016-02-02
1394-11-14,73684.0,2016-02-03
1394-11-17,74103.6,2016-02-06
1394-11-18,74569.4,2016-02-07
1394-11-19,75783.8,2016-02-08
1394-11-20,78199.1,2016-02-09
1394-11-21,77497.9,2016-02-10
1394-11-24,76594.2,2016-02-13
1394-11-25,76709.5,2016-02-14
1394-11-26,77377.5,2016-02-15
1394-11-27,77141.6,2016-02-16
1394-11-28,77888.0,2016-02-17
1394-12-01,77560.9,2016-02-20
1394-12-02,77234.9,2016-02-21
1394-12-03,77587.7,2016-02-22
1394-12-04,77704.0,2016-02-23
1394-12-05,77840.2,2016-02-24
1394-12-08,78228.3,2016-02-27
1394-12-09,77733.8,2016-02-28
1394-12-10,77539.2,2016-02-29
1394-12-11,77648.8,2016-03-01
1394-12-12,77697.8,2016-03-02
1394-12-15,78022.2,2016-03-05
1394-12-16,78093.0,2016-03-06
1394-12-17,78158.4,2016-03-07
1394-12-18,78220.0,2016-03-08
1394-12-19,78312.1,2016-03-09
1394-12-22,79366.5,2016-03-12
1394-12-24,80236.7,2016-03-14
1394-12-25,80037.5,2016-03-15
1394-12-26,80219.4,2016-03-16
1395-01-07,81200.3,2016-03-26
1395-01-08,81261.0,2016-03-27
1395-01-09,80935.7,2016-03-28
1395-01-10,80561.3,2016-03-29
1395-01-11,81480.4,2016-03-30
1395-01-14,81536.9,2016-04-02
1395-01-15,80852.7,2016-04-03
1395-01-16,80872.1,2016-04-04
1395-01-17,80965.8,2016-04-05
1395-01-18,80752.7,2016-04-06
1395-01-21,80654.0,2016-04-09
1395-01-22,80280.7,2016-04-10
1395-01-23,80262.4,2016-04-11
1395-01-24,80109.3,2016-04-12
1395-01-25,79588.3,2016-04-13
1395-01-28,77984.8,2016-04-16
1395-01-29,77516.2,2016-04-17
1395-01-30,78435.4,2016-04-18
1395-01-31,78430.9,2016-04-19
1395-02-01,78269.0,2016-04-20
1395-02-04,78281.7,2016-04-23
1395-02-05,78448.3,2016-04-24
1395-02-06,78688.4,2016-04-25
1395-02-07,78394.4,2016-04-26
1395-02-08,78404.7,2016-04-27
1395-02-11,78414.6,2016-04-30
1395-02-12,78384.4,2016-05-01
1395-02-13,78285.4,2016-05-02
1395-02-14,78044.4,2016-05-03
1395-02-15,78033.8,2016-05-04
1395-02-18,77423.9,2016-05-07
1395-02-19,77045.3,2016-05-08
1395-02-20,77106.0,2016-05-09
1395-02-21,76630.4,2016-05-10
1395-02-22,75982.6,2016-05-11
1395-02-25,76138.6,2016-05-14
1395-02-26,75863.2,2016-05-15
1395-02-27,75980.5,2016-05-16
1395-02-28,76292.9,2016-05-17
1395-02-29,76413.3,2016-05-18
1395-03-01,76448.3,2016-05-21
1395-03-03,76613.9,2016-05-23
1395-03-04,76692.8,2016-05-24
1395-03-05,76853.0,2016-05-25
1395-03-08,76690.6,2016-05-28
1395-03-09,76387.0,2016-05-29
1395-03-10,76431.5,2016-05-30
1395-03-11,76144.2,2016-05-31
1395-03-12,76084.2,2016-06-01
1395-03-16,76160.6,2016-06-05
1395-03-17,76128.6,2016-06-06
1395-03-18,75874.5,2016-06-07
1395-03-19,75876.2,2016-06-08
1395-03-22,74850.1,2016-06-11
1395-03-23,74817.8,2016-06-12
1395-03-24,74700.5,2016-06-13
1395-03-25,73959.7,2016-06-14
1395-03-26,73877.1,2016-06-15
1395-03-29,73906.5,2016-06-18
1395-03-30,73027.9,2016-06-19
1395-03-31,72615.0,2016-06-20
1395-04-01,72799.2,2016-06-21
1395-04-02,73644.8,2016-06-22
1395-04-05,73672.0,2016-06-25
1395-04-06,73743.5,2016-06-26
1395-04-08,74190.5,2016-06-28
1395-04-09,73940.3,2016-06-29
1395-04-12,73965.5,2016-07-02
1395-04-13,74064.0,2016-07-03
1395-04-14,73947.2,2016-07-04
1395-04-15,74049.1,2016-07-05
1395-04-19,73716.6,2016-07-09
1395-04-20,73764.2,2016-07-10
1395-04-21,73816.7,2016-07-11
1395-04-22,73736.0,2016-07-12
1395-04-23,73763.0,2016-07-13
1395-04-26,73868.0,2016-07-16
1395-04-27,74194.8,2016-07-17
1395-04-28,74196.9,2016-07-18
1395-04-29,74313.6,2016-07-19
1395-04-30,74514.1,2016-07-20
1395-05-02,74934.3,2016-07-23
1395-05-03,75183.9,2016-07-24
1395-05-04,75466.5,2016-07-25
1395-05-05,75501.0,2016-07-26
1395-05-06,76225.7,2016-07-27
1395-05-10,76579.7,2016-07-31
1395-05-11,76647.4,2016-08-01
1395-05-12,77089.8,2016-08-02
1395-05-13,77856.5,2016-08-03
1395-05-16,78324.9,2016-08-06
1395-05-17,78704.6,2016-08-07
1395-05-18,78324.9,2016-08-08
1395-05-19,78368.4,2016-08-09
1395-05-20,78190.5,2016-08-10
1395-05-23,78218.8,2016-08-13
1395-05-24,78205.1,2016-08-14
1395-05-25,77828.8,2016-08-15
1395-05-26,77855.5,2016-08-16
1395-05-27,77879.0,2016-08-17
1395-05-30,77968.7,2016-08-20
1395-05-31,78086.4,2016-08-21
1395-06-01,78086.1,2016-08-22
1395-06-02,77964.0,2016-08-23
1395-06-03,78081.5,2016-08-24
1395-06-06,77757.6,2016-08-27
1395-06-07,77313.6,2016-08-28
1395-06-08,77345.6,2016-08-29
1395-06-09,77358.6,2016-08-30
1395-06-10,77167.9,2016-08-31
1395-06-13,76747.0,2016-09-03
1395-06-14,76509.4,2016-09-04
1395-06-15,76522.2,2016-09-05
1395-06-16,76669.6,2016-09-06
1395-06-17,76742.2,2016-09-07
1395-06-20,76640.3,2016-09-10
1395-06-21,76643.9,2016-09-11
1395-06-23,76444.2,2016-09-13
1395-06-24,76455.4,2016-09-14
1395-06-27,76104.9,2016-09-17
1395-06-28,76166.7,2016-09-18
1395-06-29,76272.6,2016-09-19
1395-06-31,76450.9,2016-09-21
1395-07-03,76906.9,2016-09-24
1395-07-04,77081.5,2016-09-25
1395-07-05,77089.8,2016-09-26
1395-07-06,77143.1,2016-09-27
1395-07-07,77300.3,2016-09-28
1395-07-10,77478.8,2016-10-01
1395-07-11,77287.6,2016-10-02
1395-07-12,77265.3,2016-10-03
1395-07-13,77335.3,2016-10-04
1395-07-14,77183.0,2016-10-05
1395-07-17,77217.0,2016-10-08
1395-07-18,77435.8,2016-10-09
1395-07-19,77655.1,2016-10-10
1395-07-24,77886.4,2016-10-15
1395-07-25,77569.1,2016-10-16
1395-07-26,77707.2,2016-10-17
1395-07-27,77849.5,2016-10-18
1395-07-28,78091.5,2016-10-19
1395-08-01,78387.2,2016-10-22
1395-08-02,78370.3,2016-10-23
1395-08-03,78568.8,2016-10-24
1395-08-04,78761.9,2016-10-25
1395-08-05,79299.6,2016-10-26
1395-08-08,80340.7,2016-10-29
1395-08-09,80339.2,2016-10-30
1395-08-10,80263.7,2016-10-31
1395-08-11,79659.2,2016-11-01
1395-08-12,79670.9,2016-11-02
1395-08-15,79253.5,2016-11-05
1395-08-16,79137.5,2016-11-06
1395-08-17,79632.3,2016-11-07
1395-08-18,79871.4,2016-11-08
1395-08-19,78411.6,2016-11-09
1395-08-22,79010.7,2016-11-12
1395-08-23,79048.5,2016-11-13
1395-08-24,79341.5,2016-11-14
1395-08-25,79236.2,2016-11-15
1395-08-26,79268.4,2016-11-16
1395-08-29,79278.6,2016-11-19
1395-09-01,79319.0,2016-11-21
1395-09-02,79393.8,2016-11-22
1395-09-03,79385.6,2016-11-23
1395-09-06,79541.4,2016-11-26
1395-09-07,79625.9,2016-11-27
1395-09-09,80018.6,2016-11-29
1395-09-13,80058.8,2016-12-03
1395-09-14,80063.7,2016-12-04
1395-09-15,80081.2,2016-12-05
1395-09-16,80830.5,2016-12-06
1395-09-17,81341.6,2016-12-07
1395-09-20,81250.5,2016-12-10
1395-09-21,80925.9,2016-12-11
1395-09-22,80915.5,2016-12-12
1395-09-23,80741.2,2016-12-13
1395-09-24,80683.6,2016-12-14
1395-09-28,80709.0,2016-12-18
1395-09-29,80413.1,2016-12-19
1395-09-30,80122.7,2016-12-20
1395-10-01,80250.0,2016-12-21
1395-10-04,80161.2,2016-12-24
1395-10-05,79898.9,2016-12-25
1395-10-06,79966.5,2016-12-26
1395-10-07,79800.8,2016-12-27
1395-10-08,79691.8,2016-12-28
1395-10-11,79486.6,2016-12-31
1395-10-12,78896.0,2017-01-01
1395-10-13,78968.9,2017-01-02
1395-10-14,78983.7,2017-01-03
1395-10-15,78990.3,2017-01-04
1395-10-18,78826.5,2017-01-07
1395-10-19,78833.4,2017-01-08
1395-10-20,78609.5,2017-01-09
1395-10-22,78622.0,2017-01-11
1395-10-25,78876.2,2017-01-14
1395-10-26,79073.2,2017-01-15
1395-10-27,79084.2,2017-01-16
1395-10-28,79280.4,2017-01-17
1395-10-29,79382.2,2017-01-18
1395-11-02,79206.6,2017-01-21
1395-11-03,79218.0,2017-01-22
1395-11-04,79263.5,2017-01-23
1395-11-05,78249.1,2017-01-24
1395-11-06,78049.0,2017-01-25
1395-11-09,77714.1,2017-01-28
1395-11-10,77707.3,2017-01-29
1395-11-11,77961.4,2017-01-30
1395-11-12,77975.4,2017-01-31
1395-11-13,77414.9,2017-02-01
1395-11-16,76825.7,2017-02-04
1395-11-17,76616.0,2017-02-05
1395-11-18,76678.7,2017-02-06
1395-11-19,76766.0,2017-02-07
1395-11-20,76792.8,2017-02-08
1395-11-23,76816.8,2017-02-11
1395-11-24,76827.7,2017-02-12
1395-11-25,76975.5,2017-02-13
1395-11-26,77000.2,2017-02-14
1395-11-27,77189.7,2017-02-15
1395-11-30,77599.1,2017-02-18
1395-12-01,77658.6,2017-02-19
1395-12-02,77698.2,2017-02-20
1395-12-03,77800.2,2017-02-21
1395-12-04,77847.2,2017-02-22
1395-12-07,77863.5,2017-02-25
1395-12-08,77574.7,2017-02-26
1395-12-09,77590.7,2017-02-27
1395-12-10,77602.3,2017-02-28
1395-12-11,77475.2,2017-03-01
1395-12-14,77135.1,2017-03-04
1395-12-15,76766.9,2017-03-05
1395-12-16,76789.7,2017-03-06
1395-12-17,76800.4,2017-03-07
1395-12-18,76285.5,2017-03-08
1395-12-21,76315.6,2017-03-11
1395-12-22,76329.0,2017-03-12
1395-12-23,76332.0,2017-03-13
1395-12-24,76639.0,2017-03-14
1395-12-25,76737.9,2017-03-15
1395-12-28,77230.0,2017-03-18
1396-01-05,77485.8,2017-03-25
1396-01-06,77502.9,2017-03-26
1396-01-07,77523.3,2017-03-27
1396-01-08,77548.5,2017-03-28
1396-01-09,77584.4,2017-03-29
1396-01-14,77616.8,2017-04-03
1396-01-15,77647.1,2017-04-04
1396-01-16,77689.9,2017-04-05
1396-01-19,77804.7,2017-04-08
1396-01-20,77860.4,2017-04-09
1396-01-21,78107.8,2017-04-10
1396-01-23,78132.4,2017-04-12
1396-01-26,78383.3,2017-04-15
1396-01-27,78471.7,2017-04-16
1396-01-28,78247.5,2017-04-17
1396-01-29,78339.8,2017-04-18
1396-01-30,78651.4,2017-04-19
1396-02-02,79302.7,2017-04-22
1396-02-03,79390.6,2017-04-23
1396-02-04,79425.9,2017-04-24
1396-02-06,79596.9,2017-04-26
1396-02-09,79755.6,2017-04-29
1396-02-10,79785.0,2017-04-30
1396-02-11,79826.6,2017-05-01
1396-02-12,79942.1,2017-05-02
1396-02-13,79969.2,2017-05-03
1396-02-16,79697.4,2017-05-06
1396-02-17,79660.9,2017-05-07
1396-02-18,79744.1,2017-05-08
1396-02-19,79858.8,2017-05-09
1396-02-20,80127.1,2017-05-10
1396-02-23,80142.0,2017-05-13
1396-02-24,79963.0,2017-05-14
1396-02-25,79957.5,2017-05-15
1396-02-26,80129.3,2017-05-16
1396-02-27,80344.2,2017-05-17
1396-02-30,81077.6,2017-05-20
1396-02-31,81194.0,2017-05-21
1396-03-01,81124.4,2017-05-22
1396-03-02,81124.4,2017-05-23
1396-03-03,81146.2,2017-05-24
1396-03-06,80921.2,2017-05-27
1396-03-07,80713.2,2017-05-28
1396-03-08,80607.9,2017-05-29
1396-03-09,80511.5,2017-05-30
1396-03-10,80513.3,2017-05-31
1396-03-13,80288.9,2017-06-03
1396-03-16,80293.5,2017-06-06
1396-03-17,79758.5,2017-06-07
1396-03-20,79855.7,2017-06-10
1396-03-21,79870.7,2017-06-11
1396-03-22,79564.1,2017-06-12
1396-03-23,79426.9,2017-06-13
1396-03-24,79465.7,2017-06-14
1396-03-27,79285.0,2017-06-17
1396-03-28,78990.4,2017-06-18
1396-03-29,78859.2,2017-06-19
1396-03-30,78867.5,2017-06-20
1396-03-31,78736.2,2017-06-21
1396-04-03,78652.7,2017-06-24
1396-04-04,78665.5,2017-06-25
1396-04-07,78704.5,2017-06-28
1396-04-10,78799.7,2017-07-01
1396-04-11,78765.3,2017-07-02
1396-04-12,78659.2,2017-07-03
1396-04-13,78632.5,2017-07-04
1396-04-14,78700.2,2017-07-05
1396-04-17,78881.6,2017-07-08
1396-04-18,78985.4,2017-07-09
1396-04-19,79377.0,2017-07-10
1396-04-20,79490.4,2017-07-11
1396-04-21,79509.6,2017-07-12
1396-04-24,79658.9,2017-07-15
1396-04-25,79620.8,2017-07-16
1396-04-26,79692.9,2017-07-17
1396-04-27,79735.7,2017-07-18
1396-04-28,80162.5,2017-07-19
1396-04-31,80670.8,2017-07-22
1396-05-01,80863.0,2017-07-23
1396-05-02,80933.9,2017-07-24
1396-05-03,81181.7,2017-07-25
1396-05-04,81509.3,2017-07-26
1396-05-07,81420.9,2017-07-29
1396-05-08,81491.4,2017-07-30
1396-05-09,81533.5,2017-07-31
1396-05-10,81415.9,2017-08-01
1396-05-11,81265.9,2017-08-02
1396-05-15,81384.1,2017-08-06
1396-05-16,81285.7,2017-08-07
1396-05-17,81313.9,2017-08-08
1396-05-18,81579.3,2017-08-09
1396-05-21,81763.1,2017-08-12
1396-05-22,81661.5,2017-08-13
1396-05-23,81659.3,2017-08-14
1396-05-24,81696.3,2017-08-15
1396-05-25,81741.9,2017-08-16
1396-05-28,81954.9,2017-08-19
1396-05-29,82016.2,2017-08-20
1396-05-30,82075.0,2017-08-21
1396-05-31,82372.4,2017-08-22
1396-06-01,82541.8,2017-08-23
1396-06-04,82897.1,2017-08-26
1396-06-05,82885.0,2017-08-27
1396-06-06,83012.1,2017-08-28
1396-06-07,83252.0,2017-08-29
1396-06-08,83272.9,2017-08-30
1396-06-11,83428.2,2017-09-02
1396-06-12,83345.2,2017-09-03
1396-06-13,83452.1,2017-09-04
1396-06-14,83733.5,2017-09-05
1396-06-15,83675.3,2017-09-06
1396-06-19,83255.7,2017-09-10
1396-06-20,83369.1,2017-09-11
1396-06-21,83469.2,2017-09-12
1396-06-22,83523.8,2017-09-13
1396-06-25,83683.2,2017-09-16
1396-06-26,83916.6,2017-09-17
1396-06-27,84414.5,2017-09-18
1396-06-28,85343.9,2017-09-19
1396-06-29,85831.8,2017-09-20
1396-07-01,85798.4,2017-09-23
1396-07-02,85588.8,2017-09-24
1396-07-03,85516.9,2017-09-25
1396-07-04,85628.8,2017-09-26
1396-07-05,85819.0,2017-09-27
1396-07-10,85514.9,2017-10-02
1396-07-11,85355.0,2017-10-03
1396-07-12,85429.5,2017-10-04
1396-07-15,85069.5,2017-10-07
1396-07-16,84564.9,2017-10-08
1396-07-17,84611.6,2017-10-09
1396-07-18,84734.4,2017-10-10
1396-07-19,84744.1,2017-10-11
1396-07-22,85263.6,2017-10-14
1396-07-23,85394.9,2017-10-15
1396-07-24,85590.7,2017-10-16
1396-07-25,85660.0,2017-10-17
1396-07-26,85768.0,2017-10-18
1396-07-29,86430.5,2017-10-21
1396-07-30,86480.2,2017-10-22
1396-08-01,86346.2,2017-10-23
1396-08-02,86529.2,2017-10-24
1396-08-03,86636.8,2017-10-25
1396-08-06,86935.4,2017-10-28
1396-08-07,87416.6,2017-10-29
1396-08-08,87477.2,2017-10-30
1396-08-09,87649.9,2017-10-31
1396-08-10,87844.9,2017-11-01
1396-08-13,87868.6,2017-11-04
1396-08-14,87905.1,2017-11-05
1396-08-15,87843.7,2017-11-06
1396-08-16,87883.1,2017-11-07
1396-08-17,87897.4,2017-11-08
1396-08-20,87795.2,2017-11-11
1396-08-21,87744.7,2017-11-12
1396-08-22,87832.5,2017-11-13
1396-08-23,87949.8,2017-11-14
1396-08-24,88005.9,2017-11-15
1396-08-27,88202.3,2017-11-18
1396-08-29,88261.2,2017-11-20
1396-08-30,88774.6,2017-11-21
1396-09-01,89339.1,2017-11-22
1396-09-04,90469.5,2017-11-25
1396-09-05,90655.5,2017-11-26
1396-09-07,91255.2,2017-11-28
1396-09-08,91152.2,2017-11-29
1396-09-11,91296.7,2017-12-02
1396-09-12,90951.8,2017-12-03
1396-09-13,90936.6,2017-12-04
1396-09-14,91092.2,2017-12-05
1396-09-18,91160.3,2017-12-09
1396-09-19,91198.9,2017-12-10
1396-09-20,91552.4,2017-12-11
1396-09-21,92628.9,2017-12-12
1396-09-22,93283.7,2017-12-13
1396-09-23,93283.6,2017-12-14
1396-09-24,93283.6,2017-12-15
1396-09-25,94606.4,2017-12-16
1396-09-26,95600.7,2017-12-17
1396-09-27,95477.4,2017-12-18
1396-09-28,95590.6,2017-12-19
1396-09-29,95508.6,2017-12-20
1396-10-02,96816.0,2017-12-23
1396-10-03,97529.3,2017-12-24
1396-10-04,98358.4,2017-12-25
1396-10-05,98152.7,2017-12-26
1396-10-06,97899.1,2017-12-27
1396-10-09,97211.4,2017-12-30
1396-10-10,95561.5,2017-12-31
1396-10-11,96207.9,2018-01-01
1396-10-12,96241.2,2018-01-02
1396-10-13,95929.4,2018-01-03
1396-10-16,96270.3,2018-01-06
1396-10-17,96234.5,2018-01-07
1396-10-18,96332.5,2018-01-08
1396-10-19,96149.2,2018-01-09
1396-10-20,96185.9,2018-01-10
1396-10-23,96627.5,2018-01-13
1396-10-24,97228.6,2018-01-14
1396-10-25,97944.0,2018-01-15
