jdate,value,date
1399-11-01,1183978.2,2021-01-20
1399-11-04,1222070.6,2021-01-23
1399-11-05,1234557.5,2021-01-24
1399-11-06,1235783.1,2021-01-25
1399-11-07,1215033.1,2021-01-26
1399-11-08,1207698.3,2021-01-27
1399-11-11,1247152.7,2021-01-30
1399-11-12,1251041.7,2021-01-31
1399-11-13,1233667.6,2021-02-01
1399-11-14,1205467.1,2021-02-02
1399-11-15,1173010.7,2021-02-03
1399-11-18,1135345.5,2021-02-06
1399-11-19,1170532.9,2021-02-07
1399-11-20,1192744.4,2021-02-08
1399-11-21,1214416.1,2021-02-09
1399-11-25,1262253.7,2021-02-13
1399-11-26,1264368.7,2021-02-14
1399-11-27,1257286.2,2021-02-15
1399-11-28,1245882.9,2021-02-16
1399-11-29,1238357.4,2021-02-17
1399-12-02,1232716.1,2021-02-20
1399-12-03,1222614.3,2021-02-21
1399-12-04,1214482.7,2021-02-22
1399-12-05,1211642.8,2021-02-23
1399-12-06,1205832.4,2021-02-24
1399-12-09,1194009.9,2021-02-27
1399-12-10,1185603.7,2021-02-28
1399-12-11,1181641.2,2021-03-01
1399-12-12,1186277.3,2021-03-02
1399-12-13,1177916.9,2021-03-03
1399-12-16,1169724.3,2021-03-06
1399-12-17,1175595.8,2021-03-07
1399-12-18,1199888.4,2021-03-08
1399-12-19,1210146.7,2021-03-09
1399-12-20,1206878.0,2021-03-10
1399-12-23,1229377.2,2021-03-13
1399-12-24,1245186.0,2021-03-14
1399-12-25,1254213.0,2021-03-15
1399-12-26,1290474.5,2021-03-16
1399-12-27,1307707.1,2021-03-17
1400-01-07,1309561.6,2021-03-27
1400-01-08,1306887.8,2021-03-28
1400-01-10,1303193.7,2021-03-30
1400-01-11,1294521.6,2021-03-31
1400-01-14,1282948.7,2021-04-03
1400-01-15,1269478.7,2021-04-04
1400-01-16,1262735.3,2021-04-05
1400-01-17,1260785.7,2021-04-06
1400-01-18,1249910.4,2021-04-07
1400-01-21,1240696.7,2021-04-10
1400-01-22,1230876.5,2021-04-11
1400-01-23,1226158.2,2021-04-12
1400-01-24,1244556.7,2021-04-13
1400-01-25,1243358.7,2021-04-14
1400-01-28,1233781.8,2021-04-17
1400-01-29,1224795.3,2021-04-18
1400-01-30,1216874.3,2021-04-19
1400-01-31,1219589.9,2021-04-20
1400-02-01,1207047.0,2021-04-21
1400-02-04,1199341.7,2021-04-24
1400-02-05,1187843.0,2021-04-25
1400-02-06,1186956.5,2021-04-26
1400-02-07,1202630.4,2021-04-27
1400-02-08,1207850.4,2021-04-28
1400-02-11,1194338.6,2021-05-01
1400-02-12,1180663.6,2021-05-02
1400-02-13,1167045.1,2021-05-03
1400-02-15,1172262.4,2021-05-05
1400-02-18,1167462.4,2021-05-08
1400-02-19,1151896.4,2021-05-09
1400-02-20,1157682.9,2021-05-10
1400-02-21,1179527.1,2021-05-11
1400-02-22,1184000.3,2021-05-12
1400-02-25,1189595.7,2021-05-15
1400-02-26,1188811.1,2021-05-16
1400-02-27,1174659.7,2021-05-17
1400-02-28,1173514.3,2021-05-18
1400-02-29,1154844.7,2021-05-19
1400-03-01,1128218.2,2021-05-22
1400-03-02,1107915.1,2021-05-23
1400-03-03,1095697.7,2021-05-24
1400-03-04,1105454.2,2021-05-25
1400-03-05,1109348.8,2021-05-26
1400-03-08,1139534.9,2021-05-29
1400-03-09,1156933.8,2021-05-30
1400-03-10,1145930.0,2021-05-31
1400-03-11,1140475.4,2021-06-01
1400-03-12,1148642.7,2021-06-02
1400-03-17,1157205.4,2021-06-07
1400-03-18,1160665.6,2021-06-08
1400-03-19,1151846.3,2021-06-09
1400-03-22,1144955.0,2021-06-12
1400-03-23,1141225.9,2021-06-13
1400-03-24,1150203.6,2021-06-14
1400-03-25,1150129.2,2021-06-15
1400-03-26,1147675.0,2021-06-16
1400-03-29,1162032.0,2021-06-19
1400-03-30,1163757.0,2021-06-20
1400-03-31,1168664.7,2021-06-21
1400-04-01,1186921.5,2021-06-22
1400-04-02,1213054.6,2021-06-23
1400-04-05,1233738.1,2021-06-26
1400-04-06,1238487.2,2021-06-27
1400-04-07,1243812.3,2021-06-28
1400-04-08,1248516.5,2021-06-29
1400-04-09,1256978.2,2021-06-30
1400-04-12,1246111.9,2021-07-03
1400-04-13,1243719.1,2021-07-04
1400-04-14,1254561.8,2021-07-05
1400-04-15,1281187.0,2021-07-06
1400-04-16,1282036.1,2021-07-07
1400-04-19,1270744.3,2021-07-10
1400-04-20,1285256.4,2021-07-11
1400-04-21,1304336.3,2021-07-12
1400-04-22,1303890.1,2021-07-13
1400-04-23,1305495.5,2021-07-14
1400-04-26,1311241.0,2021-07-17
1400-04-27,1302857.2,2021-07-18
1400-04-28,1311306.0,2021-07-19
1400-05-04,1323354.6,2021-07-26
1400-05-05,1314909.1,2021-07-27
1400-05-06,1316504.6,2021-07-28
1400-05-09,1351500.1,2021-07-31
1400-05-10,1360246.6,2021-08-01
1400-05-11,1357895.2,2021-08-02
1400-05-12,1375647.2,2021-08-03
1400-05-13,1406040.3,2021-08-04
1400-05-16,1407762.2,2021-08-07
1400-05-17,1417861.9,2021-08-08
1400-05-18,1433201.7,2021-08-09
1400-05-19,1453811.7,2021-08-10
1400-05-20,1484627.3,2021-08-11
1400-05-23,1480803.6,2021-08-14
1400-05-24,1499923.4,2021-08-15
1400-05-31,1515548.6,2021-08-22
1400-06-01,1515923.5,2021-08-23
1400-06-02,1543448.3,2021-08-24
1400-06-03,1550208.4,2021-08-25
1400-06-06,1575762.0,2021-08-28
1400-06-07,1573406.5,2021-08-29
1400-06-08,1523969.6,2021-08-30
1400-06-09,1496150.8,2021-08-31
1400-06-10,1520627.1,2021-09-01
1400-06-13,1541051.8,2021-09-04
1400-06-14,1537192.9,2021-09-05
1400-06-15,1538484.5,2021-09-06
1400-06-16,1523059.9,2021-09-07
1400-06-17,1526008.3,2021-09-08
1400-06-20,1530461.8,2021-09-11
1400-06-21,1489983.3,2021-09-12
1400-06-22,1475224.9,2021-09-13
1400-06-23,1496962.7,2021-09-14
1400-06-24,1488212.7,2021-09-15
1400-06-27,1450225.4,2021-09-18
1400-06-28,1420479.0,2021-09-19
1400-06-29,1427773.2,2021-09-20
1400-06-30,1391236.1,2021-09-21
1400-06-31,1386451.0,2021-09-22
1400-07-03,1422118.5,2021-09-25
1400-07-04,1424732.3,2021-09-26
1400-07-06,1425447.4,2021-09-28
1400-07-07,1436984.3,2021-09-29
1400-07-10,1473476.0,2021-10-02
1400-07-11,1476680.3,2021-10-03
1400-07-12,1484652.8,2021-10-04
1400-07-14,1488264.5,2021-10-06
1400-07-17,1466031.4,2021-10-09
1400-07-18,1455612.0,2021-10-10
1400-07-19,1457493.6,2021-10-11
1400-07-20,1418683.0,2021-10-12
1400-07-21,1397386.1,2021-10-13
1400-07-24,1437465.5,2021-10-16
1400-07-25,1436109.9,2021-10-17
1400-07-26,1436916.8,2021-10-18
1400-07-27,1449496.9,2021-10-19
1400-07-28,1436357.1,2021-10-20
1400-08-01,1407758.0,2021-10-23
1400-08-03,1384133.5,2021-10-25
1400-08-04,1384452.2,2021-10-26
1400-08-05,1393960.8,2021-10-27
1400-08-08,1375669.2,2021-10-30
1400-08-09,1340290.8,2021-10-31
1400-08-10,1361414.8,2021-11-01
1400-08-11,1376091.9,2021-11-02
1400-08-12,1398416.5,2021-11-03
1400-08-15,1440651.5,2021-11-06
1400-08-16,1430892.2,2021-11-07
1400-08-17,1434378.9,2021-11-08
1400-08-18,1447674.8,2021-11-09
1400-08-19,1456479.9,2021-11-10
1400-08-22,1439244.4,2021-11-13
1400-08-23,1442515.7,2021-11-14
1400-08-24,1416298.7,2021-11-15
1400-08-25,1408595.7,2021-11-16
1400-08-26,1410778.6,2021-11-17
1400-08-29,1383491.9,2021-11-20
1400-08-30,1386935.3,2021-11-21
1400-09-01,1407132.9,2021-11-22
1400-09-02,1404551.7,2021-11-23
1400-09-03,1394105.7,2021-11-24
1400-09-06,1366713.9,2021-11-27
1400-09-07,1368005.2,2021-11-28
1400-09-08,1363939.0,2021-11-29
1400-09-09,1357128.9,2021-11-30
1400-09-10,1340071.9,2021-12-01
1400-09-13,1334765.9,2021-12-04
1400-09-14,1343202.7,2021-12-05
1400-09-15,1342353.6,2021-12-06
1400-09-16,1338016.0,2021-12-07
1400-09-17,1349389.3,2021-12-08
1400-09-20,1344441.6,2021-12-11
1400-09-21,1320776.7,2021-12-12
1400-09-22,1295550.1,2021-12-13
1400-09-23,1291839.4,2021-12-14
1400-09-24,1293237.9,2021-12-15
1400-09-27,1305535.5,2021-12-18
1400-09-28,1291675.8,2021-12-19
1400-09-29,1301542.3,2021-12-20
1400-09-30,1318359.7,2021-12-21
1400-10-01,1359024.5,2021-12-22
1400-10-04,1385504.6,2021-12-25
1400-10-05,1383987.9,2021-12-26
1400-10-06,1400314.6,2021-12-27
1400-10-07,1399910.9,2021-12-28
1400-10-08,1397311.4,2021-12-29
1400-10-11,1378777.4,2022-01-01
1400-10-12,1379041.1,2022-01-02
1400-10-13,1376049.3,2022-01-03
1400-10-14,1362828.6,2022-01-04
1400-10-15,1363095.8,2022-01-05
1400-10-18,1362458.0,2022-01-08
1400-10-19,1336820.7,2022-01-09
1400-10-20,1332755.6,2022-01-10
1400-10-21,1334703.5,2022-01-11
1400-10-22,1334265.0,2022-01-12
1400-10-25,1322569.8,2022-01-15
1400-10-26,1310804.5,2022-01-16
1400-10-27,1306472.1,2022-01-17
1400-10-28,1275966.4,2022-01-18
1400-10-29,1279393.9,2022-01-19
1400-11-02,1281801.0,2022-01-22
1400-11-03,1256512.8,2022-01-23
1400-11-04,1234707.7,2022-01-24
1400-11-05,1207926.7,2022-01-25
1400-11-06,1229368.4,2022-01-26
1400-11-09,1258995.1,2022-01-29
1400-11-10,1284647.4,2022-01-30
1400-11-11,1294619.1,2022-01-31
1400-11-12,1301234.0,2022-02-01
1400-11-13,1301161.5,2022-02-02
1400-11-16,1304411.1,2022-02-05
1400-11-17,1282050.0,2022-02-06
1400-11-18,1274467.5,2022-02-07
1400-11-19,1281075.4,2022-02-08
1400-11-20,1284160.1,2022-02-09
1400-11-23,1284061.7,2022-02-12
1400-11-24,1275996.2,2022-02-13
1400-11-25,1283324.2,2022-02-14
1400-11-27,1282411.4,2022-02-16
1400-11-30,1282190.8,2022-02-19
1400-12-01,1274304.7,2022-02-20
1400-12-02,1281589.4,2022-02-21
1400-12-03,1284876.1,2022-02-22
1400-12-04,1288310.3,2022-02-23
1400-12-07,1282870.8,2022-02-26
1400-12-08,1279292.7,2022-02-27
1400-12-09,1281934.2,2022-02-28
1400-12-11,1281190.8,2022-03-02
1400-12-14,1298782.7,2022-03-05
1400-12-15,1322598.5,2022-03-06
1400-12-16,1342906.7,2022-03-07
1400-12-17,1336569.2,2022-03-08
1400-12-18,1348303.3,2022-03-09
1400-12-21,1332933.3,2022-03-12
1400-12-22,1335376.4,2022-03-13
1400-12-23,1334776.9,2022-03-14
1400-12-24,1337223.2,2022-03-15
1400-12-25,1345018.2,2022-03-16
1400-12-28,1367250.3,2022-03-19
1401-01-06,1390859.7,2022-03-26
1401-01-07,1403617.9,2022-03-27
1401-01-08,1418651.9,2022-03-28
1401-01-09,1414249.5,2022-03-29
1401-01-10,1432106.5,2022-03-30
1401-01-14,1462003.0,2022-04-03
1401-01-15,1468820.1,2022-04-04
1401-01-16,1471438.4,2022-04-05
1401-01-17,1463779.7,2022-04-06
1401-01-20,1458772.7,2022-04-09
1401-01-21,1474113.0,2022-04-10
1401-01-22,1479493.0,2022-04-11
1401-01-23,1446026.9,2022-04-12
1401-01-24,1454129.3,2022-04-13
1401-01-27,1467644.8,2022-04-16
1401-01-28,1475058.6,2022-04-17
1401-01-29,1501842.6,2022-04-18
1401-01-30,1513105.7,2022-04-19
1401-01-31,1512219.1,2022-04-20
1401-02-04,1504715.6,2022-04-24
1401-02-05,1507249.3,2022-04-25
1401-02-06,1522868.2,2022-04-26
1401-02-07,1521423.3,2022-04-27
1401-02-10,1522439.4,2022-04-30
1401-02-11,1523471.2,2022-05-01
1401-02-12,1529717.5,2022-05-02
1401-02-17,1543847.5,2022-05-07
1401-02-18,1553041.8,2022-05-08
1401-02-19,1540099.2,2022-05-09
1401-02-20,1539530.7,2022-05-10
1401-02-21,1564449.1,2022-05-11
1401-02-24,1578410.9,2022-05-14
1401-02-25,1572979.8,2022-05-15
1401-02-26,1583800.5,2022-05-16
1401-02-27,1606024.3,2022-05-17
1401-02-28,1594977.7,2022-05-18
1401-02-31,1579686.7,2022-05-21
1401-03-01,1582222.7,2022-05-22
1401-03-02,1557210.6,2022-05-23
1401-03-03,1555689.0,2022-05-24
1401-03-04,1564487.5,2022-05-25
1401-03-07,1553401.9,2022-05-28
1401-03-08,1534057.1,2022-05-29
1401-03-09,1537380.3,2022-05-30
1401-03-10,1542711.1,2022-05-31
1401-03-11,1541980.0,2022-06-01
1401-03-16,1514310.0,2022-06-06
1401-03-17,1515387.7,2022-06-07
1401-03-18,1520298.7,2022-06-08
1401-03-21,1518289.8,2022-06-11
1401-03-22,1532387.2,2022-06-12
1401-03-23,1571445.2,2022-06-13
1401-03-24,1574065.3,2022-06-14
1401-03-25,1564334.0,2022-06-15
1401-03-28,1547738.5,2022-06-18
1401-03-29,1545962.9,2022-06-19
1401-03-30,1547247.2,2022-06-20
1401-03-31,1539632.2,2022-06-21
1401-04-01,1533393.9,2022-06-22
1401-04-04,1520334.9,2022-06-25
1401-04-05,1501340.0,2022-06-26
1401-04-06,1504065.4,2022-06-27
1401-04-07,1514434.5,2022-06-28
1401-04-08,1513715.5,2022-06-29
1401-04-11,1501631.9,2022-07-02
1401-04-12,1502986.2,2022-07-03
1401-04-13,1507156.8,2022-07-04
1401-04-14,1511075.5,2022-07-05
1401-04-15,1502603.8,2022-07-06
1401-04-18,1498512.7,2022-07-09
1401-04-20,1487597.8,2022-07-11
1401-04-21,1483534.7,2022-07-12
1401-04-22,1490051.8,2022-07-13
1401-04-25,1480051.2,2022-07-16
1401-04-26,1469832.5,2022-07-17
1401-04-28,1468893.1,2022-07-19
1401-04-29,1471898.2,2022-07-20
1401-05-01,1473499.1,2022-07-23
1401-05-02,1463758.4,2022-07-24
1401-05-03,1439416.8,2022-07-25
1401-05-04,1438448.4,2022-07-26
1401-05-05,1443712.6,2022-07-27
1401-05-08,1440855.3,2022-07-30
1401-05-09,1423496.7,2022-07-31
1401-05-10,1427605.6,2022-08-01
1401-05-11,1430021.0,2022-08-02
1401-05-12,1437360.8,2022-08-03
1401-05-15,1448922.6,2022-08-06
1401-05-18,1451941.9,2022-08-09
1401-05-19,1448464.5,2022-08-10
1401-05-22,1467100.6,2022-08-13
1401-05-23,1463653.5,2022-08-14
1401-05-24,1463697.6,2022-08-15
1401-05-25,1459500.6,2022-08-16
1401-05-26,1451404.1,2022-08-17
1401-05-29,1438819.2,2022-08-20
1401-05-30,1429906.8,2022-08-21
1401-05-31,1424490.9,2022-08-22
1401-06-01,1431477.2,2022-08-23
1401-06-02,1442372.9,2022-08-24
1401-06-05,1450045.2,2022-08-27
1401-06-06,1444086.8,2022-08-28
1401-06-07,1445139.0,2022-08-29
1401-06-08,1441217.1,2022-08-30
1401-06-09,1439396.4,2022-08-31
1401-06-12,1426941.2,2022-09-03
1401-06-13,1426908.2,2022-09-04
1401-06-14,1426779.6,2022-09-05
1401-06-15,1420834.1,2022-09-06
1401-06-16,1412856.5,2022-09-07
1401-06-19,1397434.5,2022-09-10
1401-06-20,1390732.4,2022-09-11
1401-06-21,1388970.4,2022-09-12
1401-06-22,1393126.7,2022-09-13
1401-06-23,1389099.0,2022-09-14
1401-06-27,1377917.5,2022-09-18
1401-06-28,1373821.4,2022-09-19
1401-06-29,1367060.4,2022-09-20
1401-06-30,1355240.9,2022-09-21
1401-07-02,1328185.9,2022-09-24
1401-07-04,1334448.1,2022-09-26
1401-07-06,1346563.5,2022-09-28
1401-07-09,1330879.1,2022-10-01
1401-07-10,1322025.8,2022-10-02
1401-07-11,1318714.2,2022-10-03
1401-07-12,1313853.1,2022-10-04
1401-07-16,1316721.1,2022-10-08
1401-07-17,1305083.0,2022-10-09
1401-07-18,1303920.4,2022-10-10
1401-07-19,1313583.9,2022-10-11
1401-07-20,1319789.7,2022-10-12
1401-07-23,1317894.2,2022-10-15
1401-07-24,1311288.6,2022-10-16
1401-07-25,1311109.9,2022-10-17
1401-07-26,1312563.2,2022-10-18
1401-07-27,1310165.9,2022-10-19
1401-07-30,1308960.0,2022-10-22
1401-08-01,1296797.8,2022-10-23
1401-08-02,1277736.9,2022-10-24
1401-08-03,1267060.7,2022-10-25
1401-08-04,1241067.1,2022-10-26
1401-08-07,1244627.3,2022-10-29
1401-08-08,1254464.8,2022-10-30
